Municipality_code;Oral_Health_Strategy_coverage;Primary_health_coverage_for_poor_residents_.last.year.;Vaccination_coverage_...;Low_birth_weight_...;Hospital_beds_per_10.000_residents;Family_Health_Strategy_teams_per_10.000_residents;Ultrasound_machines._per_10.000_live_births;cesarean_deliveries;Xray_machines_per_10.000_residents;Life_support_equipment_per_10.000_residents;Mammographies_per_100_women
1600279;51.29;96.64;71.88;7.68;9.5;3.5;21.6;19.14;0.5;2;1
1600303;48.01;65.49;71.97;8.22;14.7;1.5;20.4;33.23;0.7;1.6;4
1600402;100;100;73.22;7.54;9.4;4.1;48.7;17.27;0;0;2
1600501;49.38;71.56;81.45;6.41;9.8;2.4;47.5;14.01;1.5;1.5;1
1600535;92.3;100;94.11;7.86;20.2;3;31.4;22.64;0.6;0.6;1
1600550;94.31;82.01;84.6;9.59;0;2.6;0;10.96;0;0;0
1600600;49.68;89.49;81.87;8.44;6.9;3.2;8.9;35.31;0.4;1.1;3
1600709;75.17;65.36;104.86;8.13;8;2.4;40.7;13.01;0.8;0;0
1600808;89.85;100;55.58;6.37;6.4;4.8;39.8;19.92;0;0.8;0
1700251;100;100;86.56;10;0;4.2;0;37.5;4.2;0;2
1700301;81.83;100;84.02;8.33;0;1.9;0;39.81;0;1.9;13
1700350;100;100;87.75;8.45;0;5.3;0;40.85;0;10.6;6
1700400;90.73;78.9;71.49;6.49;0;2.6;64.9;32.47;0;2.6;8
1700707;42.27;73.52;87.19;6.87;11.9;2.4;76.3;45.04;0;4.8;3
1701002;72.52;100;71.71;4.62;10.1;4.1;57.8;39.88;1;3;5
1701051;100;90.91;86.18;2.38;0;3.1;0;40.48;0;0;4
1701101;82.14;71.43;94.3;7.69;0;2.4;0;44.87;2.4;0;7
1701309;100;100;70.75;8.11;0;3.4;0;48.65;0;3.4;21
1701903;0;53.66;102;3.77;7.9;3.2;94.3;33.96;1.6;7.9;2
1702000;100;100;63.47;8.49;30.7;4.6;94.3;55.66;1.1;5.7;3
1702109;92.28;92.78;72.27;6.53;38.5;2.1;30.3;48.28;1.1;4.1;10
1702158;100;100;81.91;5.17;0;4;0;31.9;0;6;6
1702208;38.66;89.65;68.53;5.68;8;1.9;0;31.26;0.6;2.2;3
1702307;49.08;100;72.25;7.84;34.1;4.4;98;33.33;3;7.4;10
1702406;63.23;54.98;99.73;13.66;39.5;1.9;54.6;32.79;1.9;8.5;0
1702554;89.21;96.97;72.27;5.85;54.5;3.1;79.8;45.21;1.3;8.2;3
1702703;97.93;85.15;81.71;12.9;0;2.9;0;35.48;0;8.7;0
1702901;37.49;97.79;74.2;4.21;0;3.2;0;36.92;0;0;4
1703008;64.5;56.09;75.87;11.28;0;1.9;0;42.86;0;3.8;1
1703057;100;100;86.42;2.38;0;3.2;0;59.52;0;0;5
1703073;100;100;81.61;7.59;0;4.9;0;15.19;2.4;7.3;3
1703107;100;100;73.53;4.48;0;3.7;0;49.25;1.9;0;5
1703206;74.15;100;78.45;5.71;0;4.5;0;32.86;2.2;4.5;2
1703305;100;100;70.33;6.67;0;2.7;0;45;0;0;1
1703602;100;100;112.44;12.12;0;4.8;0;30.3;0;4.8;2
1703701;62.66;54.49;78.97;6.52;9.6;3.9;0;27.17;0;7.7;1
1703800;81.62;100;78.05;4.47;0;3.1;0;43.02;1;2;5
1703826;100;0;96.42;2.17;0;4.7;0;43.48;4.7;4.7;1
1703842;42.7;74.27;120.31;2.17;0;2.5;0;23.91;0;1.2;4
1703867;92.3;80.26;74.05;0;0;2.7;0;37.5;0;10.6;7
1703883;100;100;77.51;6.45;0;4.3;0;32.26;4.3;4.3;8
1703891;100;100;78.31;9.89;0;5.4;109.9;34.07;2.7;5.4;2
1703909;100;100;93.43;6.1;0;4.3;0;43.9;0;6.5;3
1704105;100;100;70.92;3.13;0;3.9;0;50;0;3.9;1
1704600;100;100;86.93;12;0;7.5;0;40;0;7.5;10
1705102;89.84;78.13;104.71;8.2;0;3.1;0;24.59;0;0;2
1705508;100;97.83;69.02;7.23;19.1;3.2;33.6;48.57;1.3;7.8;4
1705557;68.05;59.17;75.68;10.17;36.4;2.1;0;37.29;2.1;6.4;8
1705607;75.97;66.06;80.01;4;0;4.8;0;18;0;0;4
1706001;67.62;100;72.84;15.71;0;4;0;38.57;2;2;3
1706100;100;100;91.12;4.24;23.5;4.1;0;41.53;1.4;5.5;2
1706258;100;100;78.02;4.35;0;6.4;0;43.48;0;6.4;3
1706506;64.03;100;69.53;3.37;0;3.8;0;41.57;0;3.8;8
1707009;88.35;92.19;78.75;8.91;24.6;3.1;28.7;33.62;1.6;6.8;16
1707108;100;100;88.37;7.27;14.1;4.7;90.9;44.55;1.6;9.4;9
1707207;47.56;100;80.8;5.41;0;4.2;135.1;40.54;1.4;2.8;7
1707306;100;100;68.78;0;10.9;4.4;0;28.89;2.2;6.5;4
1707405;40.85;71.05;71.96;5.98;0;2.1;0;39.13;1.1;1.1;6
1707553;83.68;72.76;80.65;4.17;0;2.6;0;27.08;2.6;10.5;3
1707652;100;100;74.71;9.38;9.4;3.7;156.3;42.19;0;1.9;6
1707702;100;100;81.92;8.22;0;3.5;0;23.29;1.2;0;1
1708205;55.29;80.13;72.66;4.93;15.2;2.7;32.9;54.28;0.5;2.7;4
1708254;100;100;83.77;2.7;0;4.1;0;54.05;4.1;0;3
1708304;63.58;100;98.81;6.56;0;4;0;31.15;0;2;1
1709005;28.59;49.72;56.57;7.12;8.3;1.7;0;16.48;0.8;2.5;1
1709302;100;100;83.76;5.01;24.1;3.9;47.7;57.04;2.2;4.7;3
1709500;55.68;76.66;68.12;6.13;14.7;2;84.2;53.6;1.2;1.3;9
1709807;100;100;90.36;11.11;0;6.1;0;19.44;0;0;1
1710508;100;91.83;74.63;6.34;38;2.8;0;28.87;1.4;2.8;2
1710706;55.41;96.37;67.77;1.74;24.9;3.3;0;29.57;1.7;3.3;1
1710904;100;100;84.27;4.17;0;5.7;0;33.33;0;2.8;1
1711100;100;95.69;105.31;7.32;0;4.1;243.9;70.73;8.2;12.3;5
1711506;100;100;85.47;2.44;0;5.7;0;31.71;0;11.4;6
1711803;100;100;71.68;9.38;0;4.5;0;37.5;0;0;11
1711902;39.61;100;52.68;10.23;9.8;2.9;0;38.07;1;3.9;2
1711951;100;89.5;78.11;19.44;0;2.8;0;45.83;2.8;0;0
1712009;100;100;80.8;13.04;0;3.6;0;28.26;0;0;12
1712157;100;100;155.22;11.76;0;6.2;0;41.18;0;6.2;8
1712405;92.52;80.45;85.82;3.64;0;2.7;0;43.64;0;0;1
1712454;100;100;90.22;5;0;0;0;40;0;3.8;5
1712504;72.74;100;72.83;1.67;0;4.6;0;58.33;2.3;13.8;3
1712702;100;100;71.59;2.63;0;4.5;0;15.79;0;4.5;2
1712801;100;90.31;89.41;16.07;0;3.2;0;26.79;0;3.2;2
1713205;52.43;100;73.5;6.03;31.4;3.9;25.1;37.44;1;3.4;11
1713304;84.62;98.11;85.41;7.69;20.6;3.2;0;39.01;0.8;0.8;2
1713601;100;89.25;75.96;2.78;10.4;3;92.6;32.41;3;7.4;3
1713700;100;100;76;0;0;4.8;0;53.85;0;4.8;7
1713809;100;100;90.66;4.71;0;3.5;0;32.94;0;3.5;3
1713957;100;100;79.74;5.08;0;3.2;0;30.51;0;0;13
1714203;100;100;84.13;7.05;10;4.4;64.1;25;2.2;1.1;1
1714302;100;100;80.61;6.45;70.7;4.6;0;29.03;4.6;2.3;4
1714880;94.31;82.01;82.59;6.7;0;2.8;0;39.18;0.9;1.9;7
1715002;87.21;100;80.36;4.88;0;2.7;0;48.78;2.7;8;19
1715101;87.34;75.95;67.88;2.63;0;2.7;0;27.63;2.7;2.7;1
1715150;100;100;85.74;9.52;0;4.4;0;38.1;8.7;8.7;10
1715259;100;100;87.25;6.52;0;4.1;0;30.43;4.1;4.1;40
1715507;100;100;70.5;18.75;0;9.6;0;31.25;0;0;37
1715705;69.57;60.5;64.81;3.03;0;2;0;33.33;0;0;4
1715754;40.63;100;80.88;5.61;6.8;4.1;93.5;42.99;1.4;1.4;1
1716109;32.85;78.54;68.02;6.41;15.3;2;13.1;57.2;0.9;4.1;0
1716208;31.87;55.43;77.96;1.74;24.2;1.9;58.1;13.95;1;1.9;0
1716307;69.5;100;92.45;10.81;0;4.4;0;32.43;0;0;2
1716505;64.14;100;68.12;4.21;30.3;3.5;46.7;56.54;1.7;6.1;1
1716604;100;100;69.89;2.4;25;2.9;59.9;53.89;1.9;2.9;2
1716653;69.4;100;97.76;1.43;0;4;0;45.71;0;0;3
1716703;38.5;100;76.4;5.34;10.5;4.6;0;61.83;1.2;1.2;2
1717008;76.67;100;78.75;10.39;13.3;4.4;129.9;35.06;2.2;2.2;1
1717206;100;95.94;81.42;17.95;0;3.4;0;28.21;0;6.8;10
1717503;100;89.54;86.98;4.76;25.4;4.5;119;50;3;12;6
1717800;100;100;82.48;7.04;0;4.4;0;36.62;4.4;6.6;9
1717909;50.6;88;79.94;5.38;12.5;2.8;0;27.69;1.4;1.4;2
1718006;100;100;62.61;2.33;0;3.6;0;25.58;0;3.6;4
1718204;88.61;83.47;72.89;8.03;22.4;2.6;45.9;40.94;1;7.1;6
1718303;94.39;100;81.88;3.27;0;3.9;0;30.72;0;0;6
1718402;91.17;100;95.56;8.16;13.6;5.4;0;55.1;2.7;8.1;1
1718451;100;100;72.32;8.16;0;4.2;0;34.69;4.2;0;6
1718501;89.87;0;78.74;1.41;0;0;0;36.62;2.7;2.7;0
1718550;100;100;77.5;6.45;0;4.8;0;41.94;0;4.8;6
1718659;100;100;98.46;6.45;0;5.8;0;38.71;0;0;24
1718709;100;100;73.81;3.23;0;3.9;0;32.26;0;3.9;3
1718758;54.19;94.25;76.23;7.81;0;3.2;0;40.63;1.6;8;2
1718808;88.78;77.2;81.32;9.35;0;2.6;0;44.86;0;0;2
1718840;100;100;94.93;4.35;0;6;0;50.72;3;0;2
1718865;100;100;84.64;5.88;9.1;3;0;32.68;3;7.6;18
1718881;100;100;77.34;5.88;0;3.5;0;35.29;0;0;10
1718899;100;0;80.27;0;0;4.7;0;36.36;0;9.4;6
1718907;100;100;83.03;4.48;0;4.4;0;28.36;0;0;3
1719004;100;100;90.75;14.58;0;4;0;50;4;0;9
1720002;100;100;79.65;5.41;0;4;0;21.62;0;8.1;6
1720101;73.94;64.29;87.23;7.69;0;2.2;0;38.46;0;2.2;11
1720150;100;100;90.44;4.76;0;7;0;28.57;0;0;4
1720200;96.4;83.82;88.19;2.9;0;2.9;0;42.03;1;1.9;2
1720259;100;95.66;78.03;3.23;0;3.4;0;22.58;0;0;0
1720309;100;100;98.84;4.05;0;4.7;0;29.73;2.3;4.7;2
1720499;100;100;83.23;4.35;0;2.3;144.9;31.88;6.8;9.1;2
1720655;100;100;63.88;7.95;9.9;3.9;0;25;2;7.9;6
1720804;100;100;94.14;8.55;0;4.4;0;38.16;1.1;4.4;2
1720853;100;100;79.76;0;0;5.7;0;34.48;5.7;0;12
1720903;47.08;81.88;75.29;6.81;29.9;2.7;42.6;38.3;0.7;4.7;5
1720937;100;100;61.7;18.52;0;5.1;0;33.33;5.1;5.1;7
1720978;100;100;105.18;9.52;0;3.9;0;57.14;0;0;7
1721000;64.01;73.15;70.82;8.19;13.6;1.9;71.8;54.73;1.5;2.8;9
1721109;98.98;86.07;72.09;1.96;0;1.5;0;28.76;0;1.5;7
1721208;79.03;100;66.84;7.83;17.7;3.5;23;26.27;0.4;3.1;3
1721257;100;100;74.78;4.17;0;6.4;0;62.5;0;0;12
1721307;100;100;82.2;7.41;0;4.8;0;48.15;4.8;0;4
1722081;72.69;63.2;69.19;11.59;0;1.8;72.5;42.03;0.9;2.7;6
1722107;NA;54.06;72.47;7.39;30.5;1.7;70.4;51.76;1.7;3.5;7
2100055;17.06;47.46;85.15;7.4;12.8;1.4;14.3;42.17;0.3;0.4;13
2100105;0;0;94.85;3.51;0;3.4;0;19.3;0;0;0
2100154;83.07;100;76.07;3.91;0;4.3;0;31.25;0;0;1
2100204;78.34;95.37;85.4;9.27;11;4.1;0;20.97;0.5;0.5;1
2100303;30.44;100;66.76;9.9;21.7;3.3;38.1;27.24;0.4;2.1;0
2100402;88.79;100;80.98;6.82;21.7;2.7;0;32.95;0.9;0;0
2100436;30.11;78.55;76.45;5.65;0;2.4;47.1;32.71;0;0;0
2100477;100;100;100.21;6.98;22.2;5.8;38.8;25.58;3.2;1;0
2100501;32.42;100;83.02;4.06;36.2;3.7;0;21.83;0.9;0.9;0
2100550;100;100;96.05;3.85;0;4.7;0;28.21;0;0;0
2100600;36.91;80.24;74.34;2.6;16.1;2.6;12.4;21.19;0.3;0.5;0
2100709;96.36;95.76;97.14;8.58;12.7;3.6;59.2;31.66;0.8;0;1
2100808;100;100;82.2;10.08;11.5;3.6;0;32.95;0;0;0
2100832;100;100;92.13;6.69;0;4;0;16.2;0;0;0
2100873;66.83;100;86.3;13.87;0;2.9;0;26.01;0;0;0
2100907;35.23;100;96.67;5.09;24;3.5;32.8;25.12;0.5;1.2;1
2100956;37.3;43.24;78;4.72;18.3;1.3;12.8;12.88;0.6;0.3;0
2101004;100;100;93.47;7.9;17.6;3.9;22.6;36.34;0.7;0.4;1
2101103;90.77;78.93;132.26;5.78;17.5;3.5;57.8;24.28;0;0.9;1
2101202;45.54;94.43;91.04;8.3;49.9;3;38.7;38.99;0.9;2.2;5
2101251;100;100;100.02;6.03;0;4;43.1;26.29;0;0;1
2101301;100;100;81.64;8.13;23.5;4.2;35.3;42.76;0.6;1.2;0
2101350;100;100;114.61;3.23;0;3.8;0;22.58;0;0;1
2101400;61.89;78.93;83.9;7.53;13.5;2.6;43.4;42.35;1.9;2.2;11
2101509;100;100;88.76;7;17.4;3.9;0;45.53;0;1.1;0
2101608;16.97;25.82;87.06;4.97;22.3;0.8;6;32.62;0.4;1.7;0
2101707;68.51;100;81.97;5.48;9.8;3.6;16.9;19.56;0.2;0.2;0
2101731;0;0;73.28;4.46;24.5;3.1;0;11.39;0;0;0
2101772;100;100;85.09;7.11;0;3.3;50.8;31.47;0;3.3;1
2101806;100;100;108.75;4.55;91.4;3.7;151.5;43.94;0;0;0
2101905;32.08;100;92.33;9.68;7.9;3.9;0;16.13;0.5;1;1
2101939;100;100;99.97;1.3;0;5;129.9;41.56;0;0;0
2101970;87.4;76;86.09;4.52;0;2.5;0;14.19;0;0;0
2102002;87.96;100;95.98;4.92;9.2;4.4;29.8;47.99;0.3;0.3;0
2102036;54.18;82.44;83.73;8.29;8.8;2.5;23;22.58;0;0;4
2102077;100;100;85.09;4.61;0;4;0;37.5;0;0;0
2102101;10.63;92.44;86.88;4.85;29.4;3;60.6;45.61;0.6;0.6;0
2102150;100;100;80.82;4.62;0;7.2;0;23.7;1.8;0;0
2102200;39.5;100;76.41;8.15;13;3.7;15.7;18.65;0.7;0;0
2102309;14.95;52.01;89.3;5.07;31.4;1.7;0;21.43;0.4;0.9;0
2102325;26.67;51.02;91.22;5.56;10.9;1.5;6.7;22.44;0.2;0.6;0
2102358;45.84;99.66;89.02;8.9;37.2;4.1;0;31.94;0;0;0
2102374;100;100;110.74;7.1;0;4.7;0;15.98;0;0;1
2102408;100;100;109.17;12.5;17.9;3.8;65.8;42.11;0.9;0.9;0
2102507;100;100;87.12;9.29;6.5;2.7;0;15.48;1.1;1.1;0
2102556;100;100;78.43;4.26;0;3.7;85.1;42.13;0;0;0
2102606;100;100;85.77;6.38;5.4;4.3;30.4;26.44;0.5;0;0
2102705;70.54;100;107.26;8.97;28.9;3.9;34.5;26.21;1;1;0
2102754;100;100;83.52;7.65;11.2;4.7;0;34.71;0;0.9;0
2102804;100;100;79.28;6.59;22.1;4.2;23.5;33.65;0.4;3.8;0
2102903;81.67;100;86.16;6.54;17.3;4.1;65.4;22.88;2.7;2.7;0
2103000;100;100;84.5;6.49;18.6;3.4;35.3;37.01;0.6;1.4;18
2103109;100;100;90.54;8.33;14.6;3.9;0;31.41;0;1.9;1
2103125;100;97.34;60.94;6.06;24.1;3.8;75.8;7.58;0;1.3;0
2103158;100;100;93.98;3.55;0;1.6;0;11.68;0;0;0
2103174;66.06;100;88.47;5.05;0;4.5;0;15.15;0;0;0
2103208;29.35;59.54;86.7;8.37;26.9;1.8;22.2;32.8;1.6;0.4;0
2103257;100;100;89.09;6.82;15.3;3.7;0;29.92;0;0;0
2103307;18.17;63.19;82.36;7.73;12.5;2;12.9;28.15;0.8;1.9;6
2103406;98.3;85.48;85.28;7.87;20.3;2.8;19.7;26.97;1.1;1.7;12
2103505;56.27;100;96.13;6.49;41.7;3.6;51.9;49.61;1.3;2.8;2
2103554;46.28;80.49;96.62;7.42;0;2.8;0;19.79;0;0;1
2103604;82.04;85.6;89.62;9.98;16.5;3.1;7.8;24.79;1.1;1.8;0
2103703;49.13;100;113.89;8.4;28.5;4.9;42;18.7;0.3;0.9;0
2103752;85.6;100;81.77;5.94;0;4;45.7;29.68;0;0;0
2103802;100;100;87.63;3.96;16.3;4.4;23.3;38.46;0.9;4;3
2103901;95.59;100;89.24;7.17;24.4;3.8;44.8;28.7;1.9;1.9;0
2104008;55.01;100;89.77;5.49;23.8;5.4;27.5;32.42;1.1;1.1;0
2104057;74.58;100;78.03;5.16;21.8;2.8;28.7;42.98;0.6;0.6;0
2104073;43.68;100;85.31;2.73;24.6;3.7;0;38.18;0;0;1
2104081;78.72;100;78.13;5.19;0;4.3;0;15.58;0;0;0
2104099;38.78;67.45;81.5;6.48;7.3;2.3;34.1;17.75;0;0;0
2104107;57.63;100;92.3;4.21;26.6;4.3;46.7;42.99;0.9;4.3;2
2104206;23.12;100;75.81;5.21;11.3;4.6;27.4;24.93;0;0;4
2104305;92.35;80.31;118.57;13.51;48;2.8;90.1;24.32;0.9;0.9;0
2104404;40.8;100;107.37;4.82;16.6;4;32.2;18.33;0.6;0;6
2104503;100;100;87;9.7;23.5;3.9;60.6;40;1;0;5
2104552;69.37;100;99.27;4.6;8.2;3.1;41.8;41;0;0;0
2104602;100;100;83.43;7.87;18.8;4.4;78.7;47.64;0.6;0.6;8
2104628;96.58;100;78.34;7.87;30;4.1;78.7;44.09;0;1.4;12
2104651;100;100;82.87;4.49;15.9;4.2;0;26.97;0;1.7;0
2104677;100;100;86.55;4.5;78.7;4.7;34.6;22.15;2;2;0
2104701;53.32;92.74;105.37;6.02;29.3;3.3;120.5;30.12;0;0;6
2104800;60.92;74.16;79.69;6.61;18.5;2.3;23.8;30.71;0.6;1.1;0
2104909;100;100;113.12;7.64;29.8;4.1;63.7;18.47;1.7;0.8;1
2105005;100;100;86.2;5.07;11.5;3.8;18.1;9.96;0.8;1.9;1
2105104;100;100;94.48;10.42;13.5;3.6;0;17.13;0.8;0.4;0
2105153;100;100;70.69;7.86;29.5;4;35.7;28.21;0.8;1.6;0
2105203;100;100;91.2;4.92;33.5;4.5;54.6;58.47;0.9;0;0
2105302;32.07;57.04;81.42;8.1;19.1;1.7;57.1;49.95;0.7;2.1;0
2105351;74.12;100;102.74;7.55;11.2;4.2;37.7;18.49;0.7;0;1
2105401;85.02;89.77;74.96;6.78;11.9;2.9;16;24.1;0.6;0.6;5
2105427;66.03;91.87;122.09;6.3;30.6;3.2;24.2;31.48;0.4;0;7
2105450;77.45;100;68.99;7.14;0;3.5;64.9;52.6;1.2;0;0
2105476;22.35;100;84.95;3.73;0;3.9;31.1;23.6;0;0;0
2105500;100;100;86.19;6.06;28.5;4.4;23.3;46.62;1;0;0
2105609;42.62;100;92.78;7.01;14.3;3.9;36.9;30.26;0;0.6;4
2105658;100;100;92.61;1.5;0;7.5;75.2;27.07;2.5;0;0
2105708;100;100;88.67;5.49;24.1;3.9;20.7;29.81;0.4;1.3;0
2105807;100;100;95.28;7.1;25.2;3.7;54.6;24.04;0;0;0
2105906;91.37;100;66.36;6.92;29.2;3.9;0;25.47;0;0;0
2105922;32.43;84.59;91.66;4.32;0;2.7;0;23.74;0;0;3
2105948;100;100;104.18;7.25;24.4;3.8;0;39.86;1.3;2.6;0
2105963;73.69;100;90.93;9.52;12.4;3.8;39.7;14.29;0;0;0
2105989;99.47;100;107.33;4.12;0;4.3;0;38.14;0;0;0
2106003;100;100;105.98;5.74;33.3;4.4;47.8;40.19;0.9;2.6;0
2106102;96.72;100;92.4;6.08;17.6;2.6;55.2;29.83;0;0.9;1
2106201;98.61;100;116.25;5.26;3.1;4.6;0;23.16;0;0;0
2106300;100;100;87.38;3.52;9.1;3.4;39.1;34.38;0.6;0.6;1
2106326;100;100;90;3.76;10.4;3.7;0;18.08;0;1.6;0
2106359;99.22;86.28;103.75;11.72;0;2.5;0;15.63;0;0;0
2106375;100;100;148.65;2.22;0;4.3;0;24.44;0.7;0;0
2106409;100;100;90.3;8.81;15.2;3.3;0;27.27;0;0;0
2106508;65.08;99.04;79.96;7.27;11.4;3.7;68.2;20;0.5;0.5;0
2106607;100;91.88;79.95;6.8;14.5;3.5;17;26.87;0.6;0.3;4
2106631;91.63;79.68;105.27;5.71;0;2.2;0;31.43;0;0;0
2106672;100;100;106.6;6.5;11.1;3.7;0;27.64;1.2;1.2;0
2106706;34.52;75.03;87.72;7.69;12.2;2.4;26.5;36.07;0.5;0;2
2106755;100;100;73.46;6.18;18;3.3;28.1;44.66;0.8;0.8;246
2106805;100;100;73.82;5.64;14.1;4.2;51.3;27.18;0;0.7;0
2106904;84.43;73.42;73.82;6.14;9.8;2.2;17.1;20.48;0.3;0;0
2107001;100;100;85.5;10.53;55.2;4.2;75.2;33.83;2.1;1.1;3
2107100;100;100;74.66;6.03;29.2;4.5;28.7;25.86;0;1.1;0
2107209;98.32;100;95.23;7.82;16;4;41.2;15.64;0.8;0.8;0
2107258;100;100;97.95;8.64;28.7;4.1;123.5;44.44;2;4.1;1
2107308;100;100;85.67;4.17;28.3;4.4;138.9;31.94;2.2;0;0
2107357;100;100;104.93;7.28;19.3;3.1;31.6;27.85;0.5;1;0
2107407;100;100;89.96;5.6;23.7;3.8;40;50.8;1.6;0;0
2107456;100;100;75.37;5.15;28.8;3.8;51.5;36.08;0.8;3;1
2107506;26.55;54.83;75.21;8.14;6;1.6;25.9;41.24;0.5;0.4;1
2107605;100;100;91.3;6.9;43.2;4.3;38.3;17.24;1.1;1.1;0
2107704;68.13;100;76.8;4.9;23.9;4;32.7;42.81;1;0.5;0
2107803;100;100;84.45;8.93;14.5;4;54.6;29.51;0.6;1.2;53
2107902;100;100;76.17;4.7;67.2;4;67.1;17.45;1.1;0.6;0
2108009;100;100;77.19;5.19;37.1;3.9;57.6;30.55;1.1;1.1;4
2108058;100;100;82.37;4.1;0;3.4;34.1;7.85;0;0.7;0
2108108;85;92.39;72.89;9.61;19.4;3;22.9;25.4;0.5;0.5;0
2108207;79.75;100;98.08;6.4;30.4;3.3;80;48.8;1;2.3;0
2108256;100;100;61.57;7.9;15;3.5;27.2;9.54;0.4;0.4;0
2108306;19.77;60.16;96.3;9.24;20.1;2.3;14.4;12.55;0.3;1.8;0
2108405;100;100;72.9;9.55;19.6;3.6;0;15.92;0;0.7;0
2108454;87.05;90.83;78.24;8.02;0;2.8;0;26.32;0.9;0;0
2108504;85.62;100;81.45;5.76;12.8;3.2;15.6;28.97;0.3;0;0
2108603;62.58;73.85;79.63;7.64;15.4;2.4;19.4;26.3;0.5;1.7;0
2108702;62.11;100;78.74;4;16.4;4.1;18.2;48.73;0.5;1.4;0
2108801;100;100;88.83;4.53;12.7;4;0;32.02;0.6;1.7;0
2108900;66.63;100;78.28;6.41;18.8;4.1;64.1;56.73;2.5;2;0
2109007;100;92.29;97.8;7.76;20.9;2.8;22.8;49.09;1.4;6.5;9
2109056;100;100;115.83;5.43;0;5;0;16.3;0;0;1
2109106;66.82;79.9;91.75;4.16;42.7;2.5;23.1;48.67;1.1;2.7;153
2109205;100;100;109.85;6.16;13;4.3;0;13.27;0;0;0
2109239;100;100;104.88;9.09;0;4.7;0;20.2;0;0;0
2109270;100;100;98.5;10.98;0;4.1;29.7;9.79;0;0;0
2109304;67.71;58.88;93.78;8;20.5;4.7;0;12;0;0;0
2109403;27.62;100;82.02;5.71;27.9;3.6;0;3.33;0;1.4;1
2109452;100;100;95.99;8.78;12.2;3.8;17.9;29.39;0.4;0.4;1
2109502;47.76;96.9;99.3;3.96;24.7;3.5;24.8;36.88;1;2.5;2
2109551;100;100;93.15;5.69;0;4.1;81.3;39.02;0;0;1
2109601;78.36;100;102.93;7.97;28.6;3.8;45.1;35.64;1.3;0;1
2109700;100;99.37;104.81;2.33;16.4;3.6;0;13.95;0;0;2
2109759;100;100;99.57;9.26;24.1;2.8;0;34.26;0;0;1
2109809;97.26;100;182.37;7.95;11.8;3.3;59.6;24.85;0.5;1.5;0
2109908;28.18;63.01;89.18;5.2;22;2.3;11.4;36.61;0.6;2.3;8
2110005;62.77;83.97;117.1;6.46;18.4;2.7;27.2;25.49;0.4;0.9;0
2110039;100;100;86.38;6.51;31.4;4;72.3;33.49;0.9;4.4;0
2110104;46.7;81.22;92.64;5.87;14.4;2.7;18.9;18.75;0.3;0.3;0
2110203;100;100;96.06;7.28;19.5;4;37.3;30.22;1.5;1.5;1
2110237;92.66;100;122.74;4.38;0;2.6;73;22.63;0.9;0;0
2110278;100;100;77.04;10.06;17.4;2.9;0;10.65;0.7;0;0
2110302;100;100;67.54;5.3;121.1;4.2;151.5;42.42;2.8;4.9;9
2110401;58.09;100;87.19;3.95;13.5;3.9;24.7;15.56;2.2;0.6;1
2110500;43.88;100;89.75;4.01;12.5;3.4;16;30.45;0.2;1.5;0
2110609;38.89;90.17;90.53;4.88;17;3;18.1;30.02;0.8;1.1;0
2110658;100;100;88.37;4.55;30.1;4.3;0;15.15;0;0;0
2110708;100;100;82.53;7.66;6.5;4.8;14.7;48.9;0;0.3;3
2110807;100;100;105.05;4.08;38.3;4.3;0;10.2;0;2.1;2
2110856;77.85;100;98.32;5.22;23.4;2.9;0;29.85;1;0;9
2110906;100;100;97.48;5.92;14.8;4.1;0;18.34;0.8;0;0
2111003;74.31;100;77.89;5.77;25.1;4;32.1;39.1;0.5;0;0
2111029;55.15;100;83.1;4.31;28.4;4.1;27;40.97;0.8;0.8;0
2111052;88.24;100;81.95;3.45;0;4.6;0;36.78;0;0;1
2111078;100;100;76.96;6.59;0;4.1;38.8;31.78;1.2;1.2;0
2111102;99.15;100;82.89;8.18;43.7;4;25.6;45.52;1.2;1.2;2
2111201;56.89;60.23;80.91;7.64;2.2;1.8;8.2;35.73;0.2;0.2;2
2111250;100;100;165.15;9.28;17.3;4;0;21.65;0;0;6
2111300;13.49;36.1;84.95;9.32;29.9;0.9;22.5;49.53;0.6;1.7;7
2111409;100;100;81.78;6.69;78.9;4.5;55.7;44.57;1.5;0;1
2111508;100;100;84.41;8.09;22;4.3;26.5;43.77;0.8;0.3;0
2111532;0;78.39;70.63;6.86;21.6;2.5;0;14.86;0;0;2
2111573;100;100;119.32;7.89;0;4.5;131.6;39.47;0;0;0
2111607;100;100;89.87;5.84;13.2;4;26.5;45.36;0.6;2.3;1
2111631;78.91;100;80.05;4.08;0;3.3;0;36.73;0;0;0
2111672;100;100;96.33;4.21;0;3.4;105.3;48.42;0;0;0
2111706;67.44;100;81.37;11.08;23;3.8;28.4;28.13;1;2.9;1
2111722;79.17;100;88.84;2.5;30;3.3;0;35;0;6.7;0
2111748;73.3;95.6;103.75;4.86;16.6;2.9;54.1;28.65;0;1;9
2111763;89.11;100;81.27;5.81;24.4;4.4;91.7;39.14;0.6;0.6;0
2111789;62.25;54.13;90.55;2.78;0;0.9;0;11.11;0;0.9;0
2111805;42.89;74.6;88.03;6.05;34.7;2.9;35.6;36.65;1.2;3.5;0
2111904;65.5;85.43;98.48;5.2;19.1;2.9;0;23.7;0;1;0
